Nom,Prénom,Mail,Né(e) le,Téléphone,Sexe,Classe,Projet d'accompagnement,Allergies,Régime,Sport,Club,Formation,Groupes,Toutes les options,Redoublement,Moyenne Générale
LEVI,Steeven,levi.steeven@outlook.com,9/5/2002,0633910781,Masculin,TBC,,Soja,Externe,Danse,Magie,TLEPRO COMMERCE,"Musculation Tle G1 R, TBCMATHS, TBCVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"16,4"
LEVIEUGE,Arnaud,levieuge.arnaud@gmail.com,25/5/2000,0627863609,Masculin,2BP,,Kiwi,Demi-pensionnaire,Karaté,Art,2NDPRO BOULANGER-PÂTISSIER,"2BPACCPE, 2BPMATHS",ANGLAIS LV1,FAUX,"13,6"
LEYE,Djibril,leye.djibril@orange.fr,12/3/1999,0647897209,Masculin,1BP,,Fruits à coque,Demi-pensionnaire,Football,Peinture,1ERPRO BOULANGER-PÂTISSIER,1BPMATHS,ANGLAIS LV1,FAUX,"15,66"
LEYE,Marvin,leye.marvin@yahoo.fr,3/12/2002,0630251527,Masculin,,,,Externe,Tennis,Magie,,,ANGLAIS LV1,FAUX,"11,4"
LHESEST,Paul,lhesest.paul@gmail.com,26/10/2002,0686523038,Masculin,TRISC,,Oeuf,Demi-pensionnaire,Danse,Peinture,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCFRANCA, TRISCMATHS",ANGLAIS LV1,FAUX,"13,18"
LHORI,Julien,lhori.julien@orange.fr,25/10/2002,0645853992,Masculin,MCPGCCSA,,Oeuf,Externe,Karaté,Cinéma,MC     PATIS.GLACE.CHOC.CONFIS.SPECIAL.,,ANGLAIS LV1,FAUX,"15,47"
LIDRISSI,Moulay,lidrissi.moulay@yahoo.fr,11/4/2001,0670937574,Masculin,,,Fruits à coque,Demi-pensionnaire,Tennis,Robotique,,,ANGLAIS LV1,FAUX,"10,44"
LIENARD,Henri,lienard.henri@gmail.com,9/1/1999,0698014632,Masculin,,,,Demi-pensionnaire,Karaté,Natation,,,ANGLAIS LV1,FAUX,"11,67"
LIMAGE,Océane,limage.océane@outlook.com,7/1/2004,0668074355,Féminin,TBRS,,Soja,Demi-pensionnaire,Gymnastique,Robotique,TLEPRE EUROPEENNE CUISINE,"TBRSACCPE, TBRSMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"17,58"
LINO,Dorian,lino.dorian@outlook.com,25/6/2000,0641546471,Masculin,1BRS,,,Demi-pensionnaire,Gymnastique,Natation,1ERPRE EUROP.COMMERC. SERVICES EN RESTAU,1BRSMATHS,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"10,21"
LITOUST,Sylvain,litoust.sylvain@orange.fr,14/3/2000,0642686805,Masculin,,,Lactose,Demi-pensionnaire,Football,Robotique,,,ANGLAIS LV1,FAUX,"17,05"
LOCUFIER,Florentin,locufier.florentin@orange.fr,13/9/2001,0791224653,Masculin,1MELEC,,Lactose,Demi-pensionnaire,Karaté,Magie,1ERPRO METIERS ELECT. ENVIRON. CONNECTES,"1MELECCONSTR, 1MELECMATHS",ANGLAIS LV1,FAUX,"7,6"
LOORIUS,Benjamin,loorius.benjamin@orange.fr,28/5/1999,079085297,Masculin,2POP3,,Lactose,Externe,Tennis,Art,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP3ACCPE_1, 2POP3MATHS, 2POP3MATHS_1",ANGLAIS LV1,FAUX,"12,35"
LOPES,Donovan,lopes.donovan@free.fr,27/11/2003,0758362237,Masculin,1MELEC,,Poisson,Demi-pensionnaire,Tennis,Art,1ERPRO METIERS ELECT. ENVIRON. CONNECTES,"1MELECCONSTR, 1MELECMATHS",ANGLAIS LV1,FAUX,"12,05"
LOPES,Jimmy,lopes.jimmy@orange.fr,3/4/2003,0775242249,Masculin,2POP3,,Oeuf,Demi-pensionnaire,Natation,Peinture,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP3ACCPE_1, 2POP3MATHS, 2POP3MATHS_1",ANGLAIS LV1,FAUX,"11,49"
LOPES MARCELO,Vicente,lopes marcelo.vicente@free.fr,27/8/1999,0723145422,Masculin,,,Poisson,Externe,Danse,Natation,,,ANGLAIS LV1,FAUX,"11,65"
LOPEZ,Mathis,lopez.mathis@yahoo.fr,19/10/1999,0639607641,Masculin,2MCV2,,Kiwi,Demi-pensionnaire,Basketball,Natation,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV2FRANCA, 2MCV2FRANCA_1, 2MCV2MATHS_1, 2MCV2VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,12"
LORIOT,Ryan-Joseph,loriot.ryan-joseph@orange.fr,26/11/1999,0695892910,Masculin,,,,Externe,Basketball,Robotique,2NDPRO BOULANGER-PÂTISSIER,,ANGLAIS LV1,FAUX,"13,8"
LOUANNOUGHI,Enzo,louannoughi.enzo@orange.fr,10/5/2000,079278186,Masculin,2POP1,,Poisson,Demi-pensionnaire,Gymnastique,Cinéma,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"15,2"
LOURENÇO GONÇALVES,Daniel,lourenço gonçalves.daniel@free.fr,17/3/2003,0736517329,Masculin,2BR1,,,Externe,Tennis,Sport,2NDPRO CUISINE,"2BR1APS CU, 2BR1APS RE, 2BR1FRANCA, 2BR1MATHS_1, 2BR1MATHS_1_1, 2BR1MATHS_2",ANGLAIS LV1,FAUX,"11,89"
LOUVET,Vincent,louvet.vincent@free.fr,24/12/2000,0757089068,Masculin,2CAPC,,,Demi-pensionnaire,Danse,Robotique,1CAP2  CUISINE,"2CAPCFRANCA, 2CAPCFRANCA_1, 2CAPCMATHS, 2CAPCMATHS_1, EPS CAP 2",ANGLAIS LV1,FAUX,"12,85"
LU,Alexandre,lu.alexandre@gmail.com,1/1/2003,078204989,Masculin,TARED,,Lactose,Demi-pensionnaire,Football,Théâtre,TLEPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"TAREDCONSTR, TAREDMATHS",ANGLAIS LV1,FAUX,"13,88"
LUBAKI,Philippe,lubaki.philippe@orange.fr,11/9/2002,0624748052,Masculin,TBC,,Soja,Demi-pensionnaire,Gymnastique,Actualité,TLEPRO COMMERCE,"Musculation Tle G1 L, TBCMATHS, TBCVENTP","ANGLAIS LV1, ESPAGNOL LV2",VRAI,"10,4"
LUCINA,Nelly,lucina.nelly@free.fr,19/5/2001,0738693443,Féminin,1BRS,,Lactose,Demi-pensionnaire,Gymnastique,Natation,1ERPRE EUROPEENNE CUISINE,1BRSMATHS,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"16,49"
LY,Moussa,ly.moussa@outlook.com,6/10/1999,079307453,Masculin,2BP,,Oeuf,Demi-pensionnaire,Football,Art,2NDPRO BOULANGER-PÂTISSIER,"2BPACCPE, 2BPMATHS",ANGLAIS LV1,FAUX,"14,57"
LYARD,Kaïs,lyard.kaïs@yahoo.fr,26/11/2003,0750514690,Masculin,1RISC,,Poisson,Demi-pensionnaire,Tennis,Robotique,1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"1RISCACCPE, 1RISCACCPE_1, 1RISCFRANCA_1, 1RISCMATHS, 1RISCMATHS_1",ANGLAIS LV1,FAUX,"16,62"
M'CHINDA,Adjad,m'chinda.adjad@gmail.com,6/8/2003,0741070312,Masculin,2MCV1,,Oeuf,Demi-pensionnaire,Danse,Art,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV1FRANCA, 2MCV1MATHS, 2MCV1VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"17,77"
MACHADO,Enzo,machado.enzo@yahoo.fr,17/1/1999,06185071,Masculin,,,Poisson,Externe,Natation,Art,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,,ANGLAIS LV1,FAUX,"12,29"
MACHARD,Antoine,machard.antoine@gmail.com,19/3/2002,0672452855,Masculin,TRISC,,,Demi-pensionnaire,Gymnastique,Art,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCMATHS",ANGLAIS LV1,FAUX,"15,5"
MADEKO MBADU,Gedeon Nsungani,madeko mbadu.gedeon nsungani@outlook.com,15/6/2004,0635561244,Masculin,TBC,,Kiwi,Externe,Karaté,Robotique,TLEPRO COMMERCE,"Musculation Tle G1 R, TBCMATHS, TBCVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"13,03"
MADRIAGA,Christophe,madriaga.christophe@yahoo.fr,13/5/2001,0649376105,Masculin,1BRS,,Lactose,Demi-pensionnaire,Natation,Cinéma,1ERPRE EUROPEENNE CUISINE,1BRSMATHS,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"13,76"
MAGROUN,Aya,magroun.aya@gmail.com,23/9/2004,0640444851,Féminin,2EVS,,,Demi-pensionnaire,Karaté,Robotique,1CAP2  EMPL.VENTE: PRDTS EQUIP.COURANTS,"2EVSACCPE, 2EVSACCPE_1, 2EVSMATHS_1, 2EVSMATHS_1_1, 2EVSMATHS_2",ANGLAIS LV1,FAUX,"16,14"
MAHREZ,Mohamed,mahrez.mohamed@gmail.com,21/8/2004,0729435336,Masculin,TBC,,,Demi-pensionnaire,Natation,Natation,TLEPRO COMMERCE,"Musculation Tle G2 L, TBCMATHS, TBCVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"11,06"
MAJOR,Stan,major.stan@free.fr,26/12/1999,0686006826,Masculin,,,Lactose,Demi-pensionnaire,Danse,Théâtre,,,ANGLAIS LV1,FAUX,"12,27"
MAKAYA,Jorys,makaya.jorys@free.fr,22/10/2001,0744396762,Masculin,MCCDRA,,Soja,Demi-pensionnaire,Natation,Robotique,MC  CUISINIER DESSERTS RESTAU. (MC5),,ANGLAIS LV1,FAUX,"17,2"
MAKHLOUFI,Issam,makhloufi.issam@orange.fr,13/3/2002,0749715526,Masculin,1BC,,,Externe,Gymnastique,Actualité,1ERPRO COMMERCE,1BCMATHS,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"12,8"
MALCHAUSSE,Léa,malchausse.léa@yahoo.fr,16/6/2000,0778496730,Féminin,1BC,,,Externe,Basketball,Cinéma,1ERPRO COMMERCE,1BCMATHS,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"16,57"
MALIKIAN,Kevin,malikian.kevin@free.fr,16/2/2002,0794191202,Masculin,TBRS,,Oeuf,Externe,Football,Sport,TLEPRE EUROP.COMM.ET SERV.EN RESTAU,"TBRSACCPE, TBRSMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"10,73"
MAMODE,Khalim,mamode.khalim@free.fr,6/10/2002,0748569367,Masculin,1RISC,,Lactose,Externe,Karaté,Sport,1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"1RISCACCPE, 1RISCACCPE_1, 1RISCFRANCA_1, 1RISCMATHS, 1RISCMATHS_1",ANGLAIS LV1,FAUX,"11,49"
MAMOU,Sami,mamou.sami@orange.fr,15/5/2000,0620772527,Masculin,,,Oeuf,Demi-pensionnaire,Football,Cinéma,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,17"
MANDRET,Keren,mandret.keren@outlook.com,14/4/2001,0627204506,Féminin,2MCV2,,Oeuf,Demi-pensionnaire,Basketball,Cinéma,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV2FRANCA, 2MCV2FRANCA_1, 2MCV2MATHS_1, 2MCV2VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,54"
MANE,Suzanne,mane.suzanne@orange.fr,22/4/1999,0625569269,Féminin,2HCRS,,Oeuf,Externe,Natation,Magie,1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,"2HCRSACCPE, 2HCRSACCPE_1, 2HCRSMATHS, 2HCRSMATHS_1, 2HCRSMATHS_2, EPS CAP 2",ANGLAIS LV1,FAUX,"12,79"
MANGALON,Antoine,mangalon.antoine@free.fr,16/3/2001,0645938440,Masculin,,,Kiwi,Externe,Danse,Cinéma,,,ANGLAIS LV1,FAUX,"13,68"
MANNECHEZ,Corentin,mannechez.corentin@gmail.com,5/1/1999,0689388450,Masculin,1MELEC,,Soja,Demi-pensionnaire,Basketball,Natation,1ERPRE METIERS ELECT. ENVIRON. CONNECTES,"1MELECCONSTR, 1MELECMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"13,83"
MANUEL VASCO,Avelino,manuel vasco.avelino@orange.fr,4/10/2004,0651905824,Masculin,,,,Demi-pensionnaire,Football,Cinéma,,,ANGLAIS LV1,FAUX,"17,37"
MAOULY,Elisée,maouly.elisée@orange.fr,22/3/2002,0727159536,Masculin,TRISC,,Fruits à coque,Externe,Danse,Sport,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCFRANCA, TRISCMATHS",ANGLAIS LV1,FAUX,"14,78"
MAREGA,Ibrahima,marega.ibrahima@orange.fr,6/9/2001,0768431903,Masculin,1ARED,,Lactose,Externe,Natation,Peinture,1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"1AREDCONSTR, 1AREDMATHS",ANGLAIS LV1,VRAI,"10,95"
MARIE-MAGDELAINE,Hugo,marie-magdelaine.hugo@gmail.com,25/7/1999,077347626,Masculin,2BP,,Poisson,Demi-pensionnaire,Natation,Théâtre,2NDPRO BOULANGER-PÂTISSIER,"2BPACCPE, 2BPMATHS",ANGLAIS LV1,FAUX,"12,37"
MARIE-URSULE,Kyllian,marie-ursule.kyllian@orange.fr,14/1/2001,0627719922,Masculin,TBV,,Kiwi,Externe,Tennis,Natation,TLEPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"Musculation Tle G1 R, TBVFRANCA, TBVMATHS","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"11,65"
MAROUF,Melwan,marouf.melwan@yahoo.fr,17/9/2000,0627331757,Masculin,2BR1,,Lactose,Externe,Tennis,Sport,2NDPRO CUISINE,"2BR1APS CU, 2BR1FRANCA, 2BR1MATHS_1, 2BR1MATHS_1_1, 2BR1MATHS_2",ANGLAIS LV1,FAUX,"15,2"
MARTEAU,Thibaut,marteau.thibaut@outlook.com,5/6/2003,062089430,Masculin,,,Kiwi,Externe,Gymnastique,Théâtre,1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,,ANGLAIS LV1,FAUX,"10,38"
MARTIN,Carla,martin.carla@orange.fr,7/3/2001,0696838819,Féminin,1BV,,,Demi-pensionnaire,Gymnastique,Sport,1ERPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"1BVACCPE, 1BVMATHS, 1BVMATHS_1, 1BVVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"16,86"
MARTIN,Claude,martin.claude@yahoo.fr,26/5/2002,0659146962,Masculin,1BC,,Lactose,Demi-pensionnaire,Gymnastique,Actualité,1ERPRO COMMERCE,1BCMATHS,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"16,76"
MARTIN,Maurice,martin.maurice@gmail.com,4/9/2003,0638261777,Masculin,2POP3,,Soja,Demi-pensionnaire,Gymnastique,Art,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP3ACCPE, 2POP3ACCPE_1, 2POP3MATHS, 2POP3MATHS_1",ANGLAIS LV1,FAUX,"12,26"
MARTIN CHOUIRF,Ivan,martin chouirf.ivan@outlook.com,21/7/1999,075821310,Masculin,2POP3,,Kiwi,Demi-pensionnaire,Gymnastique,Sport,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP3ACCPE, 2POP3ACCPE_1, 2POP3MATHS, 2POP3MATHS_1",ANGLAIS LV1,FAUX,"17,69"
MARTINS,Alek,martins.alek@outlook.com,1/6/2003,0660054257,Masculin,2MCV1,,,Demi-pensionnaire,Football,Magie,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV1FRANCA, 2MCV1MATHS, 2MCV1VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"11,69"
MARTINS,Marco,martins.marco@outlook.com,7/7/1999,0766371459,Masculin,2EVS,,Kiwi,Externe,Tennis,Art,1CAP2  EMPL.VENTE: PRDTS EQUIP.COURANTS,"2EVSACCPE, 2EVSACCPE_1, 2EVSMATHS_1, 2EVSMATHS_1_1, 2EVSMATHS_2",ANGLAIS LV1,FAUX,"13,39"
MARTINS AREDE,Eduardo,martins arede.eduardo@free.fr,1/11/2004,0797381752,Masculin,TRISC,,Fruits à coque,Demi-pensionnaire,Gymnastique,Magie,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCFRANCA, TRISCMATHS",ANGLAIS LV1,FAUX,"17,74"
MARTINS GOMES,Stéphane,martins gomes.stéphane@outlook.com,23/7/2004,0760275966,Masculin,,,,Demi-pensionnaire,Tennis,Sport,,,ANGLAIS LV1,FAUX,"14,46"
MASCAREL,Clémence,mascarel.clémence@yahoo.fr,8/5/2002,0742823069,Féminin,TBV,,,Demi-pensionnaire,Danse,Actualité,TLEPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"Musculation Tle G2 L, TBVFRANCA, TBVMATHS","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"14,23"
MASSET,Adelaide,masset.adelaide@orange.fr,22/1/2000,077338405,Féminin,,,Kiwi,Demi-pensionnaire,Danse,Sport,,,ANGLAIS LV1,FAUX,"12,62"
MAXWELL,Luka,maxwell.luka@yahoo.fr,28/8/2002,079153840,Masculin,,,Poisson,Demi-pensionnaire,Football,Actualité,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,86"
MAYEUX,Melvyn,mayeux.melvyn@orange.fr,8/12/2000,0689394232,Masculin,1MELEC,,Fruits à coque,Demi-pensionnaire,Danse,Sport,1ERPRE METIERS ELECT. ENVIRON. CONNECTES,"1MELECCONSTR, 1MELECMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"13,59"
MAZEAU,Julie,mazeau.julie@yahoo.fr,20/10/2000,0676107274,Féminin,TBRS,,,Demi-pensionnaire,Karaté,Théâtre,TLEPRE EUROPEENNE CUISINE,"TBRSACCPE, TBRSMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"11,53"
MBALLA EKOBO,Maxime,mballa ekobo.maxime@free.fr,24/6/1999,0740680235,Masculin,TCAPC,,,Demi-pensionnaire,Football,Natation,2CAP2  CUISINE,,ANGLAIS LV1,FAUX,"11,44"
MBOMBO,Ornella,mbombo.ornella@gmail.com,15/3/2002,0673495527,Féminin,,,Poisson,Demi-pensionnaire,Football,Robotique,,,ANGLAIS LV1,FAUX,"12,1"
MEBREK,Madison,mebrek.madison@gmail.com,3/2/2004,0622228521,Féminin,2MCV1,,,Externe,Tennis,Peinture,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV1FRANCA, 2MCV1MATHS, 2MCV1VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,35"
MECHENANE,Massinissa,mechenane.massinissa@orange.fr,22/4/2002,0744188451,Masculin,TRISC,,,Externe,Football,Cinéma,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCFRANCA, TRISCMATHS",ANGLAIS LV1,FAUX,"14,72"
MEDAGLIA,Jeremy,medaglia.jeremy@free.fr,24/6/2003,0759572734,Masculin,TBRA,,Oeuf,Demi-pensionnaire,Danse,Cinéma,TLEPRO COMMERC. SERVICES EN RESTAURATION,,ANGLAIS LV1,FAUX,"16,34"
MEGHNEM,Youcef,meghnem.youcef@yahoo.fr,17/11/1999,0712184659,Masculin,2BR2,,Poisson,Demi-pensionnaire,Football,Magie,2NDPRO CUISINE,"2BR2APS CU, 2BR2APS RE, 2BR2FRANCA, 2BR2MATHS, 2BR2MATHS_1",ANGLAIS LV1,FAUX,"12,13"
MEITE,Youssef,meite.youssef@orange.fr,17/4/2002,0687605024,Masculin,,,Kiwi,Demi-pensionnaire,Karaté,Théâtre,1ERPRO COMMERCE,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"16,69"
MEKAHLI,Inès,mekahli.inès@yahoo.fr,22/9/2000,0753373198,Féminin,2MCV2,,,Externe,Natation,Art,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV2FRANCA, 2MCV2MATHS_1, 2MCV2VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"14,95"
MEKAHLI,Ismaël,mekahli.ismaël@gmail.com,10/4/2003,0651598042,Masculin,,,Lactose,Externe,Natation,Magie,,,ANGLAIS LV1,VRAI,"12,25"
MEKHALFI,Habib,mekhalfi.habib@orange.fr,14/9/2001,0729572369,Masculin,1BP,,Fruits à coque,Demi-pensionnaire,Karaté,Peinture,1ERPRO BOULANGER-PÂTISSIER,1BPMATHS,ANGLAIS LV1,FAUX,"15,97"
MELTONYAN,Arguichte,meltonyan.arguichte@yahoo.fr,17/9/2001,0759207031,Masculin,2POP2,,,Externe,Gymnastique,Sport,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP2MATHS, 2POP2MATHS_1",ANGLAIS LV1,FAUX,"17,91"
MENDES,Mauricia,mendes.mauricia@gmail.com,6/8/2004,0645522,Féminin,2EVS,,Lactose,Demi-pensionnaire,Tennis,Théâtre,1CAP2  EMPL.VENTE: PRDTS EQUIP.COURANTS,"2EVSACCPE, 2EVSACCPE_1, 2EVSMATHS_1, 2EVSMATHS_1_1, 2EVSMATHS_2",ANGLAIS LV1,FAUX,"13,95"
MENDES,Xavier,mendes.xavier@gmail.com,20/6/2000,0664692847,Masculin,TBC,,Lactose,Demi-pensionnaire,Basketball,Robotique,TLEPRO COMMERCE,"Musculation Tle G1 R, TBCMATHS, TBCVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"14,3"
MENDES BORGES,Rénata,mendes borges.rénata@yahoo.fr,9/4/2003,0668931954,Féminin,,,Oeuf,Demi-pensionnaire,Basketball,Théâtre,,,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"13,87"
MENDY,Emilie,mendy.emilie@outlook.com,7/12/2004,0793657540,Féminin,,,Oeuf,Externe,Basketball,Théâtre,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"13,5"
MENDY,Gaspard,mendy.gaspard@orange.fr,6/8/2000,0661894269,Masculin,2MCV2,,Lactose,Demi-pensionnaire,Natation,Théâtre,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV2FRANCA, 2MCV2FRANCA_1, 2MCV2MATHS_1, 2MCV2VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"17,77"
MENET,Maxence,menet.maxence@outlook.com,26/2/2001,0784259916,Masculin,2POP1,,Poisson,Demi-pensionnaire,Danse,Théâtre,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"16,01"
MENEVA,Dan,meneva.dan@orange.fr,4/9/1999,0650771905,Masculin,TMELEC,,Fruits à coque,Demi-pensionnaire,Karaté,Art,TLEPRO METIERS ELECT. ENVIRON. CONNECTES,"TMELECCONSTR, TMELECMATHS",ANGLAIS LV1,FAUX,"12,14"
MENIER,Ethan,menier.ethan@outlook.com,12/5/2000,0729179239,Masculin,TMELEC,,,Externe,Tennis,Actualité,TLEPRO METIERS ELECT. ENVIRON. CONNECTES,"TMELECCONSTR, TMELECMATHS",ANGLAIS LV1,FAUX,"17,9"
MERLINO,Téo,merlino.téo@outlook.com,20/9/2003,0761143749,Masculin,1ARED,,Kiwi,Demi-pensionnaire,Natation,Natation,1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"1AREDCONSTR, 1AREDMATHS",ANGLAIS LV1,VRAI,"12,08"
MESLI,Ansem,mesli.ansem@yahoo.fr,1/11/2002,0751521082,Féminin,1BC,,Kiwi,Demi-pensionnaire,Danse,Peinture,1ERPRO COMMERCE,1BCMATHS,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"12,45"
MESLIEN,Romain,meslien.romain@free.fr,25/8/2001,074441126,Masculin,TRISC,,Soja,Demi-pensionnaire,Natation,Sport,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCMATHS",ANGLAIS LV1,FAUX,"12,98"
MESSINA,Bryan,messina.bryan@outlook.com,10/5/2000,0637410030,Masculin,2BP,,,Demi-pensionnaire,Karaté,Cinéma,2NDPRO BOULANGER-PÂTISSIER,"2BPACCPE, 2BPMATHS",ANGLAIS LV1,FAUX,"12,08"
MEYA NZESU,Lucas,meya nzesu.lucas@yahoo.fr,26/11/1999,0773615620,Masculin,,,Kiwi,Demi-pensionnaire,Tennis,Théâtre,1CAP2  CUISINE,,ANGLAIS LV1,FAUX,"17,22"
MIANGOUAYILA,Nohan,miangouayila.nohan@gmail.com,18/12/2002,0678189815,Masculin,2POP3,,Poisson,Demi-pensionnaire,Danse,Magie,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP3ACCPE, 2POP3ACCPE_1, 2POP3MATHS, 2POP3MATHS_1",ANGLAIS LV1,FAUX,"17,29"
MICHEL GUEZ,Marie Rose,michel guez.marie rose@outlook.com,19/5/2000,0629354560,Féminin,,,Poisson,Demi-pensionnaire,Natation,Peinture,,,ANGLAIS LV1,FAUX,"14,42"
MIELE,Dario,miele.dario@yahoo.fr,22/12/1999,0645952167,Masculin,TMELEC,,Poisson,Demi-pensionnaire,Tennis,Robotique,TLEPRE METIERS ELECT. ENVIRON. CONNECTES,"TMELECCONSTR, TMELECMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"17,38"
MIEZAN,Yves-Landry,miezan.yves-landry@outlook.com,27/11/2004,0682450248,Masculin,2BR1,,Soja,Externe,Football,Théâtre,2NDPRO CUISINE,"2BR1APS CU, 2BR1FRANCA, 2BR1MATHS_1, 2BR1MATHS_1_1, 2BR1MATHS_2",ANGLAIS LV1,FAUX,"15,82"
MILLET,Victor,millet.victor@yahoo.fr,1/9/2000,0637541479,Masculin,,,Poisson,Demi-pensionnaire,Tennis,Cinéma,,,ANGLAIS LV1,FAUX,"13,97"
MILORD,Rood,milord.rood@free.fr,17/6/2003,0747167271,Masculin,,,Lactose,Externe,Danse,Natation,,,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"14,05"
MOËC,Pierre,moëc.pierre@free.fr,13/3/2002,0774233181,Masculin,2POP1,,Poisson,Demi-pensionnaire,Karaté,Sport,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"10,62"
MOHAMED,Nassuf,mohamed.nassuf@gmail.com,18/2/2001,06315566,Masculin,1MELEC,,,Demi-pensionnaire,Football,Actualité,1ERPRE METIERS ELECT. ENVIRON. CONNECTES,"1MELECCONSTR, 1MELECMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"13,91"
MOHAMMED SEGHIR,Chafaa,mohammed seghir.chafaa@free.fr,28/12/1999,0636959446,Masculin,1RISC,,,Demi-pensionnaire,Basketball,Théâtre,1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"1RISCACCPE, 1RISCACCPE_1, 1RISCFRANCA_1, 1RISCMATHS, 1RISCMATHS_1",ANGLAIS LV1,FAUX,"10,68"
MOKHTARI,Kamylia,mokhtari.kamylia@orange.fr,2/4/2000,0631225140,Féminin,1ARED,,Poisson,Externe,Natation,Natation,1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"1AREDCONSTR, 1AREDMATHS",ANGLAIS LV1,FAUX,"10,67"
